"id" "meta" "author" "typestudy" "doi" "year" "journal" "h" "IF" "h5" "typepaper" "typecat" "no" "dv" "nc" "nt" "n" "effest" "efftype" "z" "comm1" "ncnew" "ntnew" "nnew" "mc.1" "mt.1" "sdc.1" "sdt.1" "mc.2" "mt.2" "sdc.2" "sdt.2" "mc.3" "mt.3" "sdc.3" "sdt.3" "mc.4" "mt.4" "sdc.4" "sdt.4" "mc.5" "mt.5" "sdc.5" "sdt.5" "mc.6" "mt.6" "sdc.6" "sdt.6" "mc.7" "mt.7" "sdc.7" "sdt.7" "mc.8" "mt.8" "sdc.8" "sdt.8" "mc.9" "mt.9" "sdc.9" "sdt.9" "mc.10" "mt.10" "sdc.10" "sdt.10" "mc.11" "mt.11" "sdc.11" "sdt.11" "mc.12" "mt.12" "sdc.12" "sdt.12" "mc.13" "mt.13" "sdc.13" "sdt.13" "mc.14" "mt.14" "sdc.14" "sdt.14" "teststat.1" "teststat.2" "teststat.3" "teststat.4" "teststat.5" "cor.1" "cor.2" "cor.3" "cor.4" "cor.5" "cor.6" "cor.7" "cor.8" "cor.9" "cor.10" "cor.11" "cor.12" "cor.13" "cor.14" "int.cor" "rxx.1" "ryy.1" "rxx.2" "ryy.2" "or.a.1" "or.b.1" "or.c.1" "or.d.1" "or.a.2" "or.b.2" "or.c.2" "or.d.2" "or.a.3" "or.b.3" "or.c.3" "or.d.3" "or.a.4" "or.b.4" "or.c.4" "or.d.4" "input" "output" "effestnew" "znew" "disc.eff" "disccat.eff" "disc.z" "disccat.z" "info" "disc.n" "macomm" "comm2" "effest.exp" "effestnew.exp"
26 "Alfieri" "Klahr" "o" "10.1111/j.0956-7976.2004.00737.x" 2004 "Psychological Science" 188 5.476 83 "article" 0 "0" "Difference direct instruction (c) and discovery learning (t) on assessment how many children became 'masters'." "52" "52" 104 -1.14 "g" NA "\"Forty of the 52 direct-instruction children (77%) became masters, whereas only 12 of the 52 discovery children (23%) did so, chisquare (1, N=104) = 28.0, p < .0001\"" "52" "52" 104 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 28 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "chisquare" "g" -1.2050058937662 NA 0.0650058937661973 1 NA NA 1 0 NA "Effect is clear from reported N" -1.14 -1.2050058937662
27 "Alfieri" "Kuhn" "r" "10.1111/j.1467-9280.2005.01628.x" 2005 "Psychological Science" 188 5.476 83 "article" 0 "0" "Difference experimental condition with explanation (c) alternative practice control condition (t), on percentage of students that have one or more valid inferences." "12" "12" 24 -1.18 "g" NA "Table 1. Immediate assessment stage, percentage of students that have one or more valid inference (add up both columns) for experimental group (83% of 12 students) and alternative control group (33% of 12 students). Calculated OR ABCD: 0.83 / 0.17 / 0.33 / 0.67. Reversed sign." "12" "12" 24 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.83 0.17 0.33 0.67 NA NA NA NA NA NA NA NA NA NA NA NA "OR" "g" -1.22103656486327 NA 0.0410365648632713 0 NA NA 3 0 NA "Nowhere in the MA is stated that the authors had to calculate this. Not clear which inferences should be combined (no inferences + 1 inference as control, or only no inference as control etc.). Experimental condition also not clear for the same reason." -1.18 -1.22103656486327
28 "Alfieri" "Leutner" "r" "10.1016/0959-4752(93)90011-N" 1993 "Learning and Instruction," 73 3.692 48 "article" 0 "1" "Exploration without pretutioral T- (c) in A+ condition vs exploration without pretutorial T- (t) in A- condition on functional/game/domain knowledge." "16" "16" 32 -0.09 "g" NA "Table 1. Means (SD). Effect first calculated for functional knowledge (z = 0.476258545702562), then game knowledge (z = -0.202322280390879) and finally domain knowledge (z = -0.414329494638602). Total effect is mean of these." "16" "16" 32 4.8 6.8 1.7 2.3 0.4 -0.5 2.4 2 1.4 -1.5 3.3 3.5 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "smd" "g" -0.0880712943704183 NA -0.0019287056295817 0 NA NA 0 0 NA "Comparison group chosen because: \"Feedback conditions took priority over other coding\"" -0.09 -0.0880712943704183
29 "Alfieri" "McDaniel Schlager" "o" "10.1207/s1532690xci0702_3" 1990 "Cognition and Instruction" 58 2.172 NA "article" 0 "1" "MD+ND (c) vs SMD (t) on  solution transfer" "29.5" "31" 60.5 0 "g" NA "\"The groups did not differ significantly (F< 1) in the number of trials taken before achieving a minimum-path solution to the jealous husbands problem (3.5, 3.4, and 3.9 trials to last error for the ND, MD, and SMD groups, respectively.\" \"Two-factor mixed ANOVAs of legal and illegal moves for the first three trials also revealed no significant effects as a function of instructional group (Fs < 1; Table 2 displays means for the first two trials only\"" "29.5" "31" 60.5 NA NA NA NA 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "0" "g" 0 NA 0 0 NA NA 0 0 NA "The MA authors appear to  have taken a F-value of \"F < 1\" and set it equal 0, and added the two non-treatment sample sizes together and divided by two. Presuming MD is considered the control group based on the next study." 0 0
30 "Alfieri" "McDaniel Schlager" "o" "10.1207/s1532690xci0702_3" 1990 "Cognition and Instruction" 58 2.172 NA "article" 0 "2" "MD (c) vs SMD (t) on time and moveset" "60" "60" 120 0.42 "g" NA "\"There was a significant main effect of instruction for solution time, with SMD instruction producing faster solutions than MD instruction (163.8 sec vs. 235.0 sec), F(1, 228) = 7.50, MSE = .21. The SMD instructions also tended to produce fewer total moves than MD instruction (11.7 vs. 16.3), F(1, 228) = 3.64, p < .06, MSE =0.2\".  Mean of two effects." "60" "60" 120 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 7.5 3.64 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "F" "g" 0.421462987219333 NA -0.00146298721933319 0 NA NA 0 0 NA NA 0.42 0.421462987219333
31 "Alfieri" "McDaniel Pressley" "o" "10.1037/0022-0663.76.4.598" 1984 "Journal of Educational Psychology" 142 3.256 54 "article" 0 "2" "Keyword subjects (c) vs context subjects (t) on various recalling and generation outcomes" "21" "21" 42 -1.06 "g" NA "Table 5. Effect calculated for recall: strict (z = -0.994983095959508), recall: liberal (z = -0.868556204237921), conditional recall: strict (z = -0.667650682213173), conditional recall: liberal (z = -0.800240674569361). Total effect is mean of these." "21" "21" 42 32.3 5.4 15.91 3.51 34.4 10.8 16.09 5.47 0.53 0.23 0.26 0.14 0.56 0.21 0.26 0.1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "smd" "g" -1.84267749558301 NA 0.78267749558301 3 NA NA 3 0 NA "We excluded the correct sentences generated, at least one correct sentence given meaning recalled, two correct sentences given meaning recalled, and at least one correct sentence given meaning not recalled effects, because MA states generation scores are included in a different meta-analysis. Unclear whether strict recall and conditional recall etc. should both be included. Including all effects from table 5 = 0 discrepancy." -1.06 -1.84267749558301
32 "Alfieri" "Paas" "o" "10.1037/0022-0663.84.4.429" 1992 "Journal of Educational Psychology" 142 3.256 54 "article" 0 "0" "Completion (c) vs conventional (t) on correct solutions." "15" "13" 28 -2.25 "g" NA "\"Students in the conventional condition generated significantly more incorrect solutions than students in the completion condition, t(26) = 5.95, p < .001.\" Effect reversed to be in the right direction." "15" "13" 28 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 5.95 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "t" "g" -2.18897827336562 NA -0.0610217266343751 1 NA NA 1 0 NA NA -2.25 -2.18897827336562
33 "Alfieri" "Quilici" "r" "10.1037/0022-0663.88.1.144" 1996 "Journal of Educational Psychology" 142 3.256 54 "article" 0 "1" "Three -example and one-example (c) vs. No-example (t) on structure scores, surface scores, and structure in sorting." "54" "27" 81 0.92 "g" NA "First, an ANOVA performed on the structure scores revealed significant differences among the mean structure scores of the three groups; furthermore, supplemental Tukey tests (with alpha equal to .05) indicated that the mean structure scores of the one-example (M = .323, SD = .162) and three-example (M = 327, SD = .135) groups were each significantly greater than the mean structure score of the no-example group (M = .049, SD = .113) but did not differ significantly from each other. Second, an ANOVA performed on the surface scores revealed significant differences among the mean surface scores of the three groups; furthermore, supplemental Tukey tests (with alpha equal to .05) indicated that the mean surface scores of the one-example (M = .488, SD - .319) and three-example groups (M = .441, SD = .282) were each significantly less than the mean surface score of the no-example group (M = .873, SD = .27) but did not differ significantly from each other. Third, the proportion of participants in the one-example and three-example groups who predominantly used structure in sorting (25 out of 54) was significantly higher than in the no-example group (3 out of 27) on the basis of a chi-square test with Yates correction, X(1) = 8.358, p < .004. We calculated each effect with Nc = 27 and Nt = 27, since the two control groups are combined at the end. Effects calculated: mean structure (1) one vs no and (2) three vs no, mean surface (1) one vs no and (2) three vs no,and structure in sorting chi square. Mean of these is effect. d = -1.96182781080931, d = -2.23316585763196, d = 1.30280001884821, d = 1.56484766946352, d = -0.678402254734273." "54" "27" 81 0.323 0.049 0.162 0.113 0.327 0.049 0.135 0.113 0.488 0.873 0.319 0.27 0.441 0.873 0.282 0.27 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 8.358 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "manually" "g" -0.43031155424716 NA 1.35031155424716 3 NA NA 3 0 "Data dependency: treatment group compared twice, but no adjustment to N." "It is unclear which outcomes are meant to be included. The only outcome that sort of coincides with the outcome measure is when we take the F- and Chisquare values instread of the raw means and SDs, but do not reverse them; then the mean is 0.4703- however, control groups outperform treatment on structure and chi-square test so effects should be reversed." 0.92 -0.43031155424716
34 "Alfieri" "Sutherland" "r" "10.1016/S0022-0965(03)00021-3" 2003 "Journal of Experimental Child Psychology" 88 2.333 46 "article" 0 "0" "Event + Topic (c) vs Neutral control (t) on picture sequencing, memory errors." "11.5" "12" 23.5 -0.1 "g" NA "Mean of event and topic for control condition:  \"Overall, the numbers of errors that children reported during the memory interview were low (event-specific: M = 1:60, SD =1:43; topic-discussion: M = 1:00, SD = 0:91; control: M = 1:83, SD = 1:53), and did not vary as a function of preparation condition.\". \"The number of pairs of illustrations that children correctly sequenced was compared across preparation conditions. A one-way ANOVA showed that the mean sequencing scores (max8) of 5.6 (1.09), 6.0 (1.13), and 5.5 (1.25), for the control, event-specific, and topic-discussion preparation conditions respectively, did not differ significantly, F (2; 38) < 1. Information reported in table 1 but excluded for some reason. Mean of these two effects (z = -0.175186150273203 , z = -0.0657310635122604) is total effect." "11.5" "12" 23.5 1.83 1.3 1.53 1.48 5.75 5.6 1.19 1.09 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "smd" "g" -0.233378539363086 NA 0.133378539363086 1 NA NA 3 0 NA "Unclear which outcomes should be included- we chose all memory recall variables that were immediately post measured. It seems total information reported was not included by the MA authors, but we see no reason why to exclude it." -0.1 -0.233378539363086
35 "Alfieri" "Swaak" "r" "10.1016/S0959-4752(98)00018-8" 1998 "Learning and Instruction" 73 3.692 48 "article" 0 "0" "Condition I+II (c) vs Condition III (no progression and assignment (t) on definitional post-test" "21" "21" 42 -0.44 "g" NA "Table 1, Definitional Post-test. Mean of two control groups (17.9 and 19.1, SD = 3.2 and 2.3)." "21" "21" 42 18.5 17.1 2.75 3.2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "smd" "g" -0.460394376537396 NA 0.0203943765373957 0 NA NA 3 0 NA "Not clear if this outcome is meant, or whether more outcomes from the table should be included." -0.44 -0.460394376537396
36 "Alfieri" "Tarmizi" "o" "10.1037/0022-0663.80.4.424" 1988 "Journal of Educational Psychology" 142 3.256 54 "article" 0 "3" "Worked example (c) vs conventional (t) on errors." "10" "10" 20 0.2 "g" NA "\"The worked-example group had a mean of 0.55 errors per test problem, whereas the conventional group had a mean of 0.42. This difference was not significant, F(l,18) = 0.24, M5C = 0.33.\"" "10" "10" 20 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.24 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "F" "g" 0.209831740340007 NA -0.00983174034000731 0 NA NA 3 0 NA "Not clear why the MA-authors have chosen to not take into account the time spent on solving problems." 0.2 0.209831740340007
37 "Alfieri" "Tarmizi" "o" "10.1037/0022-0663.80.4.424" 1988 "Journal of Educational Psychology" 142 3.256 54 "article" 0 "5" "Worked example (c) vs conventional (t) on errors." "10" "10" 20 -0.71 "g" NA "If we use the same procedure as the previous study, result: \"The difference between the two groups in errors on the repeat problems was not significant, F(l, 18) = 0.29, MSC = 0.07.\"" "10" "10" 20 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.29 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "F" "g" 0.230655896157148 NA -0.940655896157148 3 NA NA 3 0 NA "We followed the same procedure as with the previous study (which had discrepancy = 0). Not clear why the MA-authors have chosen to not take into account the time spent on solving problems." -0.71 0.230655896157148
38 "Alfieri" "Trafton" "r" NA 1933 NA NA NA NA "conference paper" 1 "0" "Source examples (c) vs source problem (t) on knowledge performance/transfer." "20" "20" 40 0.39 "g" NA "2 source comditions combined, and 2 example conditions combined" "20" "20" 40 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NA" "g" 0.39 NA 0 0 NA NA 2 0 NA "No means or standard errors given for two combined conditions, only figures shown." 0.39 0.39
39 "Alfieri" "Tunteler" "r" "10.1016/S0022-0965(02)00125-X" 2002 "Journal of Experimental Child Psychology" 88 2.333 46 "article" 0 "0" "Sporadic problems (c) vs weekly problems (t) on action sum scores." "18" "18" 36 -2.19 "g" NA "Session 6 (last session), Table 3." "18" "18" 36 10.17 8.11 1.04 0.83 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "smd" "g" -2.14079171510445 NA -0.0492082848955513 0 NA NA 0 0 NA NA -2.19 -2.14079171510445
40 "Alfieri" "Ward" "o" "10.1207/s1532690xci0701_1" 1990 "Cognition and Instruction" 58 2.172 NA "article" 0 "1" "Conventional method (c) vs Worked example (t) on problems correctly solved." "21" "21" 42 -1.07 "g" NA "Table 2, Class A. Including transfer problems. Effect first calculated for mirrors and then for lenses. Mean of these is total effect." "21" "21" 42 71.4 53.3 16.4 16.9 67.9 51.5 14.3 16.5 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "smd" "g" -1.05432124681669 NA -0.0156787531833098 0 NA NA 0 0 NA NA -1.07 -1.05432124681669
41 "Babbage" "Allerdings" "r" "10.1016/j.bandc.2004.09.018" 2006 "Brain and cognition" 95 2.399 36 "article" 0 "0" "Control / Healthy participants (c) vs traumatic brain injury individuals (t) on emotion recognition stimuli." "13" "11" 24 -0.81 "g" NA "Table 1, Emotion recognition stimuli" "13" "11" 24 14.5 12.2 2.8 2.7 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "smd" "g" -0.806059278559594 NA -0.00394072144040625 0 NA NA 0 0 NA NA 0.81 0.806059278559594
42 "Babbage" "Borgaro" "r" "10.1080/0269905031000110562" 2004 "Brain Injury" 80 1.822 35 "article" 0 "0" "Control / Healthy participants (c) vs traumatic brain injury individuals (t) on perception." "27" "27" 54 -1.21 "g" NA "Table 2. Perception scores" "27" "27" 54 0.97 0.51 0.18 0.5 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "smd" "g" -1.20642493626799 NA -0.00357506373200778 0 NA NA 0 0 NA NA 1.21 1.20642493626799
43 "Babbage" "Braun" "r" "10.3109/02699058909008068" 1989 "Brain Injury" 80 1.822 35 "article" 0 "0" "Control / \"Normals\" (c) vs traumatic brain injury, have suffered closed head injury (t) on facial test of emotion (FTE)" "31" "31" 62 -1.47 "g" NA "Table 7, FTE. Sign reversed. DV = error so Patients made more errors, effect should be negative / inversed" "31" "31" 62 10.06 5.03 3.91 2.77 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "smd" "g" -1.46589102420001 NA -0.00410897579999459 0 NA NA 0 0 NA NA 1.47 1.46589102420001
44 "Babbage" "Green" "r" "10.1016/j.neuropsychologia.2003.07.005" 2004 "Neuropsychologia" 163 2.989 59 "article" 0 "0" "Control / Healthy participants (c) vs traumatic brain injury (t) on factial emotion perception." "30" "30" 60 -1.15 "g" NA "Table 1. Effect calculated for 'emotion face discrimination' first (d = -1.11900). Then effect calculated for 'emotion face labeling'  (d = -1.210476605). Mean of both effects is total effect." "30" "30" 60 18.22 15.9 1.67 2.41 17.97 15 2.23 2.65 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "smd" "g" -1.15072311807861 NA 0.000723118078606033 0 NA NA 0 0 NA NA 1.15 1.15072311807861
45 "Babbage" "Henry" "r" "10.1016/j.neuropsychologia.2006.03.020" 2006 "Neuropsychologia" 163 2.989 59 "article" 0 "0" "Control / Healthy participants (c) vs traumatic brain injury (t) on basic emotion identification." "17" "16" 33 -0.54 "g" NA "Table 2. Emotional identification." "17" "16" 33 35.3 33.1 3.06 4.75 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "smd" "g" -0.540824388836891 NA 0.000824388836890511 0 NA NA 0 0 NA NA 0.54 0.540824388836891
46 "Babbage" "Hopkins" "r" "10.1080/02699050110103346" 2002 "Brain Injury" 80 1.822 35 "article" 0 "0" "Control (c) vs closed head injury (CHI) on emotional identification test." "15" "15" 30 -1.38 "g" NA "In text, p. 251. \"As expected, those with CHI (M=40.3, SD=10.22) were less able than the controls (M=51.4, SD=4.22)\"" "15" "15" 30 51.4 40.3 4.22 10.22 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "smd" "g" -1.38134525823672 NA 0.00134525823671838 0 NA NA 0 0 NA NA 1.38 1.38134525823672
